Instrumento,Marca,Modelo,Serie,Código,Departamento responsable,Ubicación,Requerimiento,Impacto de la falla,Consideraciones de falla,Clase de riesgo,Capacidad de detección ,Frecuencia,Última calibración,Fecha programada,Observaciones,Tipo de calibración,Especificaciones
Termómetro ,Sper Scientific,76mm,ND,TEM-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,03-mar-21,NA,,NA,NA
Termómetro,Sper Scientific,76mm,ND,TEM-LC-03,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-mar-25,Mar-26,,Externa,"50.0.0°C, 100.0°C, 120.0°C, 150.0°C, 200.0°C, 245.0°C Tol ±1.0°C"
Termómetro ,STB-22,307055,3Y1753,TEM-LC-04,NA,NA,NA,NA,NA,NA,NA,NA,20-Mar-19,NA,,NA,NA
Termómetro,Sper Scientific,76mm,ND,TEM-LC-05,NA,NA,NA,NA,NA,NA,NA,NA,25-Mar-18,NA,,NA,NA
Termómetro,Alla France,76 mm,ND,TEM-LC-06,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-mar-25,Mar-26,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-07,NA,NA,NA,NA,NA,NA,NA,NA,02-mar-22,NA,,NA,NA
Termómetro,Alla France,76 mm,ND,TEM-LC-08,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-mar-25,Mar-26,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-09,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-mar-25,Mar-26,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-10,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-nov-24,Nov-25,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-11,Gestión de la Calidad,"Control en Proceso, en DES-CP-01",Calibración,2,3,Alto,1,12,04-nov-24,Nov-25,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-12,Microbiología,"Microbiología, en BAM-LC-01",Calibración,2,3,Alto,1,12,04-nov-24,Nov-25,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-13,Validación,"Móvil, Almacén de Validación",Calibración,2,3,Alto,1,12,04-nov-24,Nov-25,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-14,Control de Calidad,Analisis Fisicoquímicos,Calibración,2,3,Alto,1,12,04-feb-25,Feb-26,,Externa,"-20.0°C, 0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C, 125.0°C, 150.0°C, 200.0°C, 245.0°C Tol±1.0°C"
Termómetro,Alla France,76 mm,ND,TEM-LC-15,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,3,Alto,1,12,06-may-25,May-26,,Externa,"-20.0°C, 0.0°C, 50.0°C, 100.0°C, 150.0°C, 200.0°C, 250.0°C Tol±1.0°C"
Termómetro digital,Fluke,51 II,97380401,TED-LC-01,Control de Calidad,Disolución,Calibración,2,3,Alto,1,12,05-nov-24,Nov-25,,Externa,"-200.0°C, -100.0°C, 0.0°C, 100.0°C, 200.0°C(Tol±0.4°C), 400.0°C (Tol±0.5°C), 800.0°C (Tol±0.7°C) 1200.0°C(Tol.±1.0°C), 1372.0°C (Tol±1.0°C)"
Termometro IR,Fluke,62 max,49391283WS,TIR-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,3,Alto,1,12,02-jul-25,Jul-26,,Externa,"0.00°C (Tol ±1.5°C), 25.00°C (Tol ±1.5°C), 50.00°C (Tol ±1.5°C), 75.00°C (Tol ±1.5°C), 100.00°C (Tol ±1.5°C), 250.0°C (Tol ±3.5°C), 500.00°C(Tol ±3.5°C) "
Termometro IR,Fluke,566,19220053,TIR-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,02-mar-23,NA,,NA,NA
Termómetro IR,Fluke,568,44280035WS,TIR-PR-02,NA,NA,NA,NA,NA,NA,NA,NA,10-jun-22,NA,,NA,NA
Termómetro IR,Fluke,62 MAX,56790737MV,TIR-FR-01,Fabricación,Recubrimiento,Calibración,2,3,Alto,1,12,01-ago-25,Ago-26,,Externa,"0.0°C, 25.0°C, 50.0°C, 75.0°C, 100.0°C Tol ± 1.5°C
 250°C, 500°C Tol ± 3.5°C."
Termopar,Omega,K,3914008,TRK-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,25-ene-22,NA,,NA,NA
Termopar,Fluke,80PK-22,DE6448,TRK-LC-02,Control de Calidad,Disolución,Calibración,2,3,Alto,1,12,03-dic-24,Dic-25,,Externa,"18.0°C (Tol±2.2°C), 50.0°C (Tol±2.2°C), 100.0°C(Tol±2.2°C), 150°C (Tol±2.2°C), 200.0°C (Tol±2.2°C), 300.00°C (Tol±2.5°C), 400.00°C (Tol.± 3.0°C), 500.00°C (Tol.±3.75°C)"
Termopar,OAKTON,35613-13,93X052911,TRK-LC-03,Microbiología,"Microbiología, en POT-LC-02",Calibración,2,2,Medio,2,12,03-dic-24,Dic-25,,Externa,"0.0°C, 1.0°C, 25.0°C, 50.0°C, 75.0°C, 90.0°C Tol ±0.3°C"
Termopar,OAKTON,93X052911,91,TRK-LC-04,NA,NA,NA,NA,NA,NA,NA,NA,05-sep-23,NA,,NA,NA
Termopar,ND,ND,ND,TRK-MI-01,Microbiología,"Microbiología, en POT-MI-01",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Termopar,ND,ND,ND,TRK-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,04-mar-22,NA,Baja el 17-Ene-23,NA,NA
Termopar,ND,ND,ND,TRK-PR-02,NA,NA,NA,NA,NA,NA,NA,NA,04-mar-22,NA,Baja el 17-Ene-23,NA,NA
Termopar,ND,ND,ND,TRK-PR-03,NA,NA,NA,NA,NA,NA,NA,NA,04-mar-22,NA,Baja el 09-Feb-23,NA,NA
Termopar,HANNA instruments,HI7662-T,05310F3N,TRT-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,05-nov-22,NA,Baja: 16-Dic-22,NA,NA
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ13680002,TEP-AL-01,Almacén,Material impreso,,,,NA,,NA,NA,NA,,,
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ134E0004,TEP-AL-02,Almacén,Almacén de material de envase y empaque aprobado,,,,NA,,NA,NA,NA,,,
Termostato programable,Carrier,KJR-29B1/BK-E,M115Q56XQ147Q0026,TEP-AL-03,Almacén,Almacén de material de envase y empaque aprobado,,,,NA,,NA,NA,NA,,,
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ134E0020,TEP-AL-04,Almacén,Cuarentena de material de envase y empaque,,,,NA,,NA,NA,NA,,,
Termostato programable ,Honeywell,TH800,TH8320U1008,TEP-MA-01,NA,NA,NA,NA,NA,NA,NA,NA,04-sep-20,NA,,NA,NA
Termostato programable ,Honeywell,TH800,TH8320U1008,TEP-MA-02,Mantenimiento,Esclusa 1,Calibración,2,3,Alto,1,12,01-sep-25,Sep-26,Solo usar para medir temperatura,En planta + Mantenimiento,18°C Tol±2.0°C
Termostato programable ,Honeywell,TH4110U2005,1937JC461089,TEP-MA-03,Mantenimiento,Almacén de Materia Prima Aprobada,Calibración,2,3,Alto,1,12,01-jul-25,Jul-26,,En planta + Mantenimiento,Tres puntos 21.5°C Tol±3.0°C
Termostato programable ,Honeywell,TH5110D1006,NA,TEP-MA-04,NA,NA,NA,NA,NA,NA,NA,NA,01-jul-24,NA,,NA,NA
Termostato programable ,Honeywell,TH4110U2005,2052JC965158,TEP-MA-05,Mantenimiento,Pasillo A,Calibración,2,3,Alto,1,12,02-may-25,May-26,,En planta + Mantenimiento,Punto fijo 22.5°C Tol±3.0°C
Termostato programable ,Honeywell,TH1110DV1009,79944011636992,TEP-MA-06,Mantenimiento,Preparación Microbiológica,Calibración,2,3,Alto,1,12,02-jun-25,Jun-26,,En planta + Mantenimiento,Punto fijo 21.5°C Tol±3.0°C
Termostato programable ,Honeywell,TH4110U2005,2412JJB02456,TEP-MA-07,Mantenimiento,Microbiología,Calibración,2,3,Alto,1,12,02-jun-25,Jun-26,,En planta + Mantenimiento,Punto fijo 21.5°C Tol±3.0°C
Termostato programable ,Honeywell,TH6220U2000,1827JB605273,TEP-MA-08,Mantenimiento,"Acondicionamiento Secundario, en UPA-MA-01",Calibración,2,3,Alto,1,12,10-feb-25,Feb-26,,En planta + Mantenimiento,Punto fijo: 21.5°C Tol. ± 3.0°C
Termostato programable,Honeywell,TH2320U4006,2518JUE05650,TEP-MA-09,Mantenimiento,"Piso técnico, UMA-MA-05",,,,NA,,NA,NA,NA,,,
Transmisor de temperatura y humedad,Novus,RHT-DM-485-LCD,N/A,TTH-FR-01,Fabricación,"Recubrimiento, en REC-FR-02",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Vernier,Mitutoyo,"CD-6"" ASX",A17316342,VER-CP-01,Gestión de la Calidad,Control en Proceso ,Calibración,2,2,Medio,2,12,04-mar-25,Mar-26,,Externa,"Longitud OD 0.000 in, 0.1000 in, 0.2000 in, 0.3000 in, 0.4000 in, 0.5000 in, 0.6000 in, 0.7000 in, 0.8000 in, 0.9000 in, 1.0000 in, 2.0000 in, 3.0000 in, 4.0000 in, 5.0000 in, 6.0000 in (Tol ±0.0010)
Longitud ID 0.0000 in, 2.0000 in (Tol±0.0010), 
Profundidad 1.0000 in (Tol±0.0010)."
Vernier,Neiko,01408A,20180818,VER-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,2,Medio,2,12,02-dic-24,Dic-25,,Externa,"Dimensión interna 0.1000 in (Tol±0.00058), 0.20000 in (Tol±0.00058), 0.50000 in (Tol±0.00058), 1.00000 in (Tol±0.00058), 2.00000 in (Tol±0.00058), 4.00000 in (Tol±0.00058), 6.0000 in (Tol±0.00065), 8.0000 in (Tol±0.00065)
Profundidad 1.40000 Tol ± 0.00058
Dimensión externa 2.00000 Tol ± 0.00058"
Vernier,General Tools,No. 147,ND,VER-DF-02,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,2,Medio,2,12,02-sep-25,Sep-26,,Externa,"Dimensión externa: 
0.00 mm,5.00 mm,80.00 mm,150.00 mm Tol ±0.02 mm
Profundidad: 
0.00 mm,5.00 mm, 50.00,150.00 mm Tol ±0.02 mm
Dimensión interna: 
0.00 mm, 5.00 mm, 80.00 mm,150.00 mm Tol ±0.02 mm"
Vernier,VWR,6 In,Y500875,VER-LC-01,Control de Calidad,Análisis Fisicoquímicos,Calibración,2,2,Medio,2,12,04-mar-25,Mar-26,,Externa,"Longitud OD 0.000 in, 0.1000 in, 0.2000 in, 0.3000 in, 0.4000 in, 0.5000 in, 0.6000 in, 0.7000 in, 0.8000 in, 0.9000 in, 1.0000 in, 2.0000 in, 3.0000 in, 4.0000 in, 5.0000 in, 6.0000 in Tol ± 0.00110 in
Longitud ID 0.0000 in, 2.0000 in Tol ± 0.00110 in
Profundidad 1.0000 in Tol ± 0.00110 in"
Vernier,Nachtman,E008,ND,VER-VA-01,Mantenimiento,Taller de Mantenimiento,Calibración,2,2,Medio,2,12,04-mar-25,Mar-26,,Externa,"Longitud exterior 0.10000 in, 0.20000 in, 0.30000 in, 0.40000 in, 0.50000 in, 0.60000 in, 0.70000 in, 0.80000 in, 0.90000 in, 1.00000 in, 2.00000 in, 3.00000 in, 4.00000 in, 5.00000 in, 6.00000 in Tol±0.0001 in
Longitud interna 2.0000 in Tol ± 0.0001 in
Profundidad 2.0000 Tol ± 0.0001 in"
Vernier,Mitutoyo,"CD-8""ASX",A21151470,VER-MA-01,Mantenimiento,Taller de Mantenimiento,Calibración,2,2,Medio,2,12,03-may-25,May-26,,Externa,"Longitud exterior 3 mm, 4 mm, 5 mm, 6 mm, 7 mm, 8 mm, 10 mm, 12 mm, 14 mm, 16 mm, 18 mm, 20 mm, 22 mm, 120 mm. Longitud interna 3 mm, 4 mm, 5 mm, 6 mm, 7 mm, 8 mm, 10 mm, 12 mm. Tolerancia : ±0.02 mm"
Viscosimetro,Fungilab,SMART series,TSMR 210022,VIS-DA-01,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución)",Calibración,3,1,Medio,2,12,04-ago-25,Ago-26,,Externa,Puntos a calibrar: Los establecidos por el proveedor Tol ± 5%

"ND=No disponible
NA=No aplica
Rechazado, Dado de baja= Rechazado en su calibración
Dado de baja=Pérdida, avería sin reparación, fuera de uso",,,,,,,,,,NA,,NA,NA,NA,,,
